uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
1a68033e17670ae7743da2f0bed52374," Autoridades de la Secretaría de Salud registraron este sábado 23 de mayo 7 mil 179 muertes por Covid-19, así como 65 mil 856 casos confirmados acumulados.  Asimismo informaron de 14 mil 253 casos confirmados activos.  “No está garantizado ni en México ni en otro lado del mundo que al momento de reapertura no pueda haber un rebrote, tendremos experiencias de rebrote, hay que dejarlo claro”, comentó Hugo López-Gatell Ramírez, subsecretario de Prevención y Promoción de la Salud. Enfatizó que es imposible mantener la Jornada Nacional de Sana Distancia, pero una vez que se transite a la nueva normalidad, si se identifican rebrotes de la epidemia, lo pertinente será reducir la movilidad.  “México debe ensayar la apertura de movilidad, con mecanismos de monitoreo continuo que identifique para los gobiernos y sociedad cuál es el nivel de riesgo. Si se presentan cambios en el comportamiento de epidemia, se hace lo correspondiente y se puede y debe reducir, y se reducirá la movilidad”, dijo.  Al corte de este viernes 22 de mayo, sumaban 6 mil 989 muertes por Covid-19, con 62 mil 527 casos de contagios confirmados de coronavirus.  Foto: Carlos Mejía / EL UNIVERSAL  Señaló que el próximo 30 de mayo concluye el distanciamiento social, pero no significa que las personas regresen a la vida que mantenían antes del confinamiento.  “El que termine la Jornada Nacional de Sana Distancia no quiere decir que regresen las mismas actividades a antes del 23 de marzo, de manera diferenciada ocurrirá la reapertura, en unos estados se necesitan varios días más de restricción de movilidad, en otros habrá liberación de algunas actividades y en otros restricciones en una etapa posterior, para eso es el semáforo”, apuntó.  Hugo López-Gatell Ramírez llamó a los mexicanos a prepararse para una epidemia larga y a tomar en cuenta que en algunas entidades, el pico de contagios se dará hasta octubre, justo cuando inicia la temporada de influenza que podría provocar un resurgimiento de casos de coronavirus, lo que representaría un doble reto para el sector salud.  “Preparémonos para una epidemia larga, las curvas epidémicas de distintas ciudades se van a  presentar en junio, julio, agosto y otras hasta septiembre, sobre todo en Guadalajara y Monterrey y se prevé que la epidemia se prolongue hasta octubre, cuando empieza la temporada de influenza, no está garantizado, pero es probable que con esta llegada resurjan casos de covid. El reto es importante porque la ocupación hospitalaria puede estar combinada por personas que tengan influenza o covid”, dijo.  Sobre la inmunidad de rebaño, recordó que en México iniciarán las encuestas serológicas entre julio y agosto.  “La Ensanut se empieza a preparar y tendrá un componente de covid, se piensa que en julio o agosto se empiece con la recolección de datos. Con respecto a la inmunidad, diría que hay esperanza, pero la evidencia científica no es tan consistente, hay esperanza por la experiencia con otros coronavirus y de que pudiera haber respuesta inmune protectora, pero todavía falta evidencia en el mundo para afirmarlo”, dijo. ed ",México supera los 7 mil muertos por Covid-19; acumula 65 mil 856 casos ,/nacion/coronavirus-23-de-mayo-mexico-supera-los-7-mil-muertos-por-covid-19-acumula-65-mil-856-casos,eluniversal,,7,247
7ac8ae8435a1d53657da04c2f9c58c92," La Dirección General del Colegio de Ciencias y Humanidades (CCH) condenó los hechos registrados esta tarde en su plantel Sur, donde encapuchados que tienen tomadas las instalaciones quemaron parte del mobiliario de la escuela en plena calle. Tras los acontecimientos la Dirección General pidió que le sea devuelto el edificio, pues las demandas de los paristas ya habrían sido resueltas. “Estas acciones dañan el patrimonio universitario, alteran el ambiente de convivencia y entendimiento de su comunidad y son totalmente contrarias a las normas universitarias.  Lee también: Pide instituto de la UNAM mantener FONDEN y FORPREDEN “Por lo anterior, la Dirección General del Colegio de Ciencias y Humanidades exige la inmediata devolución de las instalaciones del plantel Sur, en virtud de que las demandas que dieron origen al movimiento estudiantil fueron resueltas en su oportunidad, y no hay motivo para retenerlas de manera ilegal”, expresó la Dirección General en un comunicado.  Al mismo tiempo, expresó su apoyo al cuerpo directivos, los alumnos y profesores para que puedan concluir las actividades académicas del semestre 2020-2, aún con la pandemia de coronavirus (Covid-19) y la toma de las instalaciones. shgm ",Condena CCH vandalismo en sus instalaciones,/nacion/sociedad/condena-cch-vandalismo-en-sus-instalaciones,eluniversal,,4,100
7e5acb6a3ecba3ae5ab52747ff59684e," Hasta el momento hay un millón 317 mil 822 beneficiarios del programa Jóvenes Construyendo el Futuro en el país, indicó Dayra Vergara, coordinadora nacional del programa.  Esta tarde, en el informe del avance de los programas para el Bienestar, en conjunto con la titular de la Secretaría del Trabajo y Previsión Social, Luisa María Alcalde Luján, dieron a conocer el avance que ha tenido el programa en este año y sobre todo las medidas que han tomado frente a la emergencia sanitaria generada por el Covid-19.  En este sentido, la titular de la STPS refirió que para que los jóvenes que pueden acudir a sus centros de trabajo, se les habilitaron talleres, cursos y capacitaciones online. Reportó, además, que las solicitudes en ciudades donde tenía poca presencia el programa, comenzó a crecer desde que inició la pandemia.  Alcalde añadió que este programa es importante, ya que pone a los jóvenes mexicanos en la lupa de grandes empresas pues la selección se hace de acuerdo a su perfil, además que la entrega de la beca se hace de manera directa, lo cual disminuye la corrupción.  Recalcó que la beca aumentó este año y se acordó que el monto entregado sea igual al salario mínimo, mismo que se incrementó, por lo que llegó hasta 3 mil 748 al mes, hasta por un año.  También lee: Traía cubrebocas y me lo quité para hablar, dice Alcalde por video viral Por su parte, Dayra Vergara señaló que el programa tiene 60% mujeres beneficiarias; mientras que 40% son hombres, con lo que “se rompe el paradigma, porque en un inicio una de las preocupaciones era que beneficiara más a hombres que a mujeres”.  Señaló que los estados con más becados de Jóvenes Construyendo el Futuro son Chiapas, Veracruz, Estado de México y Guerrero. Además, los sectores en los que más se capacitan los beneficiarios son 70 % en el sector privado; en pequeñas y medianas empresas, 27%; mientras que el 3% se prepara en el sector social.  “Estamos dando oportunidades a jóvenes en empresas a las que nunca imaginaron poder ingresar, pero ahora los están capacitando, los están preparando ya sea para que los contraten o bien para que cuando salgan de ahí vayan mejor preparados”, refirió la coordinadora del programa social.  Agregó que Jóvenes Construyendo el Futuro tiene presencia en 622 municipios indígenas, además, en 488 municipios con mayor marginación económica lo cual “aleja a los jóvenes de la delincuencia y les abre las puertas a otras oportunidades”.  Alcalde Luján añadió que hasta el momento, y ya que el programa inició en enero del año pasado, han tenido 204 mil 589 egresados del programa que recibieron un certificado firmado por AMLO y que sirve como carta de recomendación.  “El programa [Jóvenes Construyendo el Futuro] está rompiendo los paradigmas de las políticas sociales porque contamos con un plan integral con los jóvenes, a más de 10 mil los han contratado en los mismos centros donde se capacitan y a otros les damos seguimiento y los incluimos en las bolsas de trabajo”, dijo, Luisa María Alcalde.  maf/ed   ",Registran más de un millón 300 mil beneficiarios de Jóvenes Construyendo el Futuro ,/nacion/registran-mas-de-un-millon-300-mil-beneficiarios-de-jovenes-construyendo-el-futuro,eluniversal,,7,236
ad2cf63c70b7d3743c9bf75b65dffb37," La pandemia por el nuevo coronavirus paralizó la industria de la aviación y la sumió en una de las crisis más graves de su historia. Conforme se aplana la curva de contagios, las aerolíneas lanzan planes y medidas para impulsar sus actividades.  Lo que está claro es que viajar en avión no será igual durante los siguientes meses y, quizá, algunas medidas que se implementen de forma permanente.   La Asociación Internacional de Transporte Aéreo (IATA) ha pedido a los gobiernos que garanticen que las nuevas medidas introducidas para aeropuertos y aerolíneas estén respaldadas por evidencia científica y sean consistentes en todo el mundo.  La consultora de marketing de aviación SimpliFlying publicó recientemente un informe con respuestas a la pregunta: ¿Cómo el coronavirus cambiará la manera de viajar en avión?  Lo que ya está pasando…  Bienvenidos a la era de la sanitización: Las aerolíneas intensifican y mejoran sus labores de limpieza en las salas de espera del aeropuerto y las cabinas.   Así como los atentados del 11 de septiembre cambiaron los controles de seguridad de los pasajeros, algunas aerolíneas (como Air Canada) ya toman la temperatura a los pasajeros antes de abordar el avión para detectar síntomas de Covid-19. Tienen personal de salud para atender los casos.   Algunas aerolíneas ya exigen a sus pasajeros usar cubrebocas para evitar la propagación del contagio. Otras también les piden usar guantes. La TSA permite llevar hasta 354 mililitros de gel antibacterial en el equipaje de mano.   Asientos designados para procurar la “sana distancia”. Frontier Airlines jugó brevemente con hacer que los pasajeros paguen más para mantener libre el asiento central. Easyjet de Europa propuso dejar vacíos los asientos intermedios.   Lo que podría pasar   El tiempo de espera para abordar podría extenderse debido a la probabilidad de que se incrementen los filtros de sanidad en los aeropuertos: toma de temperatura, túnel de sanitización (se está probando en Hong Kong). Además, podrían sanitizar el equipaje de mano.   Emirates comenzó a administrar análisis de Covid-19 a los pasajeros que salían de su centro de operaciones en Dubái, en abril. Las pruebas dieron resultados en 10 minutos. Pero aún no están generalizadas, esto podría pasar en un futuro próximo.   Podría intensificarse el uso de aplicaciones para notificar sobre el estatus de los vuelos. En lugar de que los pasajeros esperen juntos en una sala, se les pediría que mantengan su distancia y serían notificados por celular cuando su vuelo vaya a despegar, predice SimpliFlying .  Quioscos sin contacto: En Abu Dhabi están probando quioscos de check-in sin contacto. Los pasajeros únicamente tendrían que escanear su boleto de avión para abordar.   Los bolsillos en el respaldo de los asientos quedarán vacíos. Ya no sería posible leer las revistas de la aerolínea para evitar el contagio al tocarlas y hojearlas, pues muchos se llevan las manos a la cara.  SimpliFlying considera que no es descabellado pensar que habrá conserjes durante el vuelo para intensificar las medidas de limpieza y desinfección, sobre todo en vuelos largos.  Los aviones deberán someterse a una limpieza profunda después de cada vuelo, “lo que ejercerá presión sobre los tiempos de respuesta y puntualidad”.   SimpliFlying se aventura a decir que en algunas regiones podrían solicitar algo parecido a un “pasaporte de inmunidad” que compruebe que una persona desarrolló anticuerpos contra el Covid-19. Pero esto aún es una iniciativa que se baraja.     null  null    Recomendamos        Video. Así es como el coronavirus se puede esparcir dentro de un avión    Un persona que tose o estornuda, sin cubrirse adecuadamente la boca, puede contagiar hasta 10 personas cercanas en cuestión de segundos      Lee        Trump anuncia retiro de EU de tratado de ""Cielos abiertos""   Se trata de un pacto de control de armas en el que participan 34 Estados; Trump considera que Rusia ha violado reiteradamente el acuerdo     ",asi es como el coronavirus cambiara la manera de viajar en avion,https://www.viveusa.mx/destinos/asi-es-como-el-coronavirus-cambiara-la-manera-de-viajar-en-avion,eluniversal,www.viveusa.mx,6,316
edb14070b6c503ecc62c6cb740c01b6f," Los comerciantes y microempresarios de Querétaro sobreviven a la contingencia sanitaria a pesar de las bajas ventas y la aplicación de diversas medidas sanitarias. Sin embargo, la disminución de clientes no es su único problema, también se enfrentan a los dueños de los locales, que en muchos casos se muestran implacables y exigen la renta completa, sin importarles la crisis económica.  Magdalena tuvo que cerrar definitivamente su negocio de botanas en el Centro Histórico, debido a que las bajas ventas no le permitieron seguir con el cumplimiento de contrato.  Antes de cerrar definitivamente, la microempresaria dialogó con el arrendador del local donde trabajaba y le explicó que era imposible entregarle la renta de 24 mil pesos mensuales; le propuso diversas formas de pago y distintos acuerdos para sobrellevar la crisis económica, pero no tuvo respuesta.  Magdalena comparte con EL UNIVERSAL Querétaro que desde que iniciaron las medidas de distanciamiento social en Querétaro, sus ventas bajaron estrepitosamente, aunque de por sí —comenta— el 2020 inició con muy mala economía en lo general.  “Todo estaba el corriente, enero salimos con pocas ganancias, pero se pagó la renta completa, en febrero nos las vimos más negras, porque ya no tuvimos ganancias, sólo salió para la renta, en marzo ni siquiera completamos para la renta de abril, fue en este punto cuando comenzaron a decir que la gente tenía que estar en sus casas, la afluencia de gente que esperábamos para seguir con el negocio no la tuvimos.  “Las ventas bajaron horriblemente, vendíamos 300 pesos en un día, cuando nuestras ventas normales eran de 900 pesos, el negocio se tuvo que cerrar, yo le expliqué al señor que no podía pagarle, que no me negaba pero que no completaba esa cantidad, le ofrecía pagarle 10 mil pesos y que se quedara con el depósito que le di inicialmente para cubrir la siguiente renta, pero no tuve ninguna respuesta de él. Me dejan avisos de cobranza extrajudicial, vivo hostigamiento, me amenazan con embargarme. Hay muy poca empatía en todo esto”.  Proceso judicial. Aunque Magdalena esperaba un gesto de solidaridad de parte del arrendador, lo único que obtuvo fue un proceso legal por imcumplimeinto de contrato, el dueño del negocio le exige la renta mensual, más otros dos meses de penalización por abandonar el contrato, cantidad que ronda los 72 mil pesos.  “Necesitamos el apoyo de las autoridades, muchos comerciantes tendremos que llegar a juicio para resolver estos problemas, no nos estamos negando a pagar, no tenemos la solvencia para cubrir esa responsabilidad, he escuchado que otros ‘renteros’ hacen descuentos de 40% o 50% durante esta contingencia, pero también hay personas abusivas”.  Con su negocio cerrado, la emprendedora continúa vendiendo a través del número 442 721 2846, en la página de facebook La Qro Papa y en la calle Hidalgo #175.  Desgraciadamente el caso de Malena, como la llaman su familia y amigos, no es el único.  Alfonso González Hurtado, presidente de la Asociación de Locatarios Establecidos del Centro Histórico, detalla que debido a la contingencia sanitaria, 90% de los negocios en el primer cuadro de la ciudad se mantienen cerrados, y la mayoría de los locatarios tienen el mismo problema financiero con las personas que les rentan los locales.  “Los locatarios están entre la espada y la pared, porque tienen que pagarle a sus empleados además de pagar las rentas de sus locales. Tristemente muchos dueños de negocios no están entendiendo la situación y te están pidiendo su renta, algunos te hacen un 20% de descuento, pero no están apoyando al comerciante. Eso es preocupante, quieren sus rentas casi casi completas, aunque es entendible, tal vez ellos también viven de sus rentas, pero esa es la preocupación más grande de los comerciantes, pagar las rentas de los negocios.  “Sólo 10% o 15% de los dueños de locales da alguna facilidad de pago, pero la mayoría no se están poniendo la camiseta. Hemos registrado hasta 90% de los negocios cerrados en el centro. Las pérdidas han sido de 90%, eso genera déficit de rentas, insumos, sueldos”.  Alfonso González señala que del total de negocios en el Centro Histórico, 30% son establecimientos de comida, donde sólo se permite vender para llevar, por lo que muchos de estos restaurantes y cafeterías han decidido cerrar.  La mayoría de los locatarios espera que en algún punto se reactiven las ventas y que no tengan que esperar a que la contingencia termine completamente. Si pueden volver a sus negocios durante el próximo mes tardarían tres meses más en recuperar sus pérdidas, pero la situación se prolonga, la recuperación sería mayor a los 6 meses.  “Si logramos convencer a la autoridad de que los negocios abrieran el 1 de junio con medidas estrictas de sanidad, con un empleado por tienda, si nos comprometemos a trabajar en esas medidas, podríamos recuperarnos en un par de meses, pero si se alarga durante todo junio, ni en seis meses muchos negocios podrían recuperarse, y más de 500 o 600 negocios tendrán que cerrar sus puertas”, dice. ",Covid-19 mata negocios del Centro Histórico de Querétaro ,https://www.eluniversalqueretaro.mx/portada/comerciantes-del-centro-ahogados-por-las-rentas,eluniversal,www.eluniversalqueretaro.mx,5,387
180b18149376990e8174d4b6f2eeaa7a,"  En medio de la pandemia del coronavirus, no hay que olvidar que, como cada año, en mayo y junio los patrones deben entregar a los trabajadores su participación sobre las utilidades generadas en el año inmediato anterior, que en este caso corresponden a 2019.  El reparto de utilidades es una prestación que se les da a los empleados de una empresa por haber aportado con su trabajo a las ganancias totales que tuvo la firma durante el último año, explica Juan Luis Ordaz, director de Educación Financiera de CitiBanamex.  “Para acceder al beneficio debiste trabajar al menos 60 días en una empresa con más de dos años de creación y que haya tenido ganancias”, agrega.  La firma de consultoría Kreston BSG explica que la fecha límite para recibirlo es el 30 de mayo del año en curso, cuando se trata de patrones personas morales. En caso de que sean personas físicas, el plazo va hasta el 29 de junio.  Participación  De acuerdo con la legislación vigente, Kreston explica que los trabajadores participarán en las utilidades del patrón de conformidad con el porcentaje que determine la Comisión Nacional para la Participación de los Trabajadores en las Utilidades de las Empresas, el cual a la fecha asciende a 10% de las utilidades netas.  La utilidad repartible se dividirá en dos partes iguales, explica la consultora. La primera parte se repartirá por igual entre todos los trabajadores, tomando en consideración el número de días trabajados por cada uno en el año, independientemente del monto de los salarios. En tanto, la segunda se repartirá en proporción al monto de los salarios devengados por el trabajo prestado durante el año.  Excepciones  El reparto de utilidades no es aplicable para trabajadores domésticos, directores, administradores y gerentes generales; profesionistas, artesanos, técnicos y otros que, “mediante el pago de honorarios, presten sus servicios sin existir una relación de trabajo subordinado con el patrón”. Asimismo, se exenta de dicho reparto a firmas de nueva creación en su primer año de funcionamiento, precisa la consultora.  Kreston también señala que con base en la Ley Federal del Trabajo, “si el trabajador no recibe esta prestación o se le paga de forma incompleta, tiene un plazo de un año, contado a partir del día siguiente a la fecha límite establecida, para reclamar el pago de las utilidades”.  Impuesto  Es importante señalar que el reparto de utilidades causa impuesto exclusivamente sobre la cantidad que exceda del equivalente a 15 días de salario mínimo.  Multas  La firma de consultoría también destaca que, de no cumplir con el reparto de utilidades en tiempo y forma, el patrón podrá hacerse acreedor a multas que van de 250 a 5 mil salarios mínimos vigentes, de acuerdo con el artículo 994, fracción II, de la Ley Federal del Trabajo.  Las sanciones a las que puede ser sujeto el patrón por no cumplir con el reparto de utilidades van de 21 mil 720 hasta 434 mil 400 pesos, explica Kreston.  Recomendaciones  Dependiendo de la situación financiera de cada persona ante el momento actual, es importante actuar con cautela sobre el reparto de utilidades, señala Ordaz, de CitiBanamex.  El especialista plantea algunos tips para aprovechar mejor esos recursos: si se tienen deudas, tomar un porcentaje de ese dinero y utilizarlo para abonar o liquidarlas, así como invertir, ya sea en Cetes, pagarés u otro instrumento que ayude a hacer crecer tu dinero. ",Tienes derecho a recibir el reparto de utilidades,/cartera/tienes-derecho-recibir-el-reparto-de-utilidades,eluniversal,,4,284
74c75110db76e7153eddb78655bc7c22,"  La banda de ska Panteón Rococó estrenó el segundo sencillo de una una serie de covers que hicieron a finales de 2019 en Los Ángeles.  “Sobreviviré” es el título de la canción que originalmente interpreta Gloria Gaynor y que habla de la fortaleza interior.  Para la agrupación mexicana esta canción es una analogía de la fortaleza ante la crisis de salud mundial e hicieron esta adaptación con la esencia del rock y ska que los caracteriza.  “Le tocaba salir en este momento y creo que va a ser más emotiva aún, la letra viene muy ad hoc y, si hubiéramos planeado esto el año pasado, jamás hubiéramos imaginado que sucedería, fue una coincidencia y creo que a la gente le va a gustar porque se van a identificar”, dijo en entrevista Darío Espinosa, bajista de la banda.  El productor KC Porterestuvo a cargo de la nueva producción. Según Darío Espinosa, tenían anhelos de trabajar con él desde hace 20 años, pues les gustó el trabajo que hizo en varios discos de Los Fabulosos Cadillacs, que son referente musical de Panteón Rococó.  Para el video, que fue realizado y animado por el colectivo Flaminguettes, se utilizaron fotos de la banda durante sus 25 años y que dan movimiento a las figuras de los ocho integrantes.  “Pese a muchos obstáculos hemos logrado sobrevivir y `los panteones´ nos encontramos juntos a la distancia; hemos tenido que saber adaptarnos a estos momentos, hemos sabido guardar la calma, reencontrarnos y trabajar a la distancia”, afirmó Espinosa. ","Panteón Rococó ""Sobrevive"" a la pandemia del Covid-19",/espectaculos/musica/panteon-rococo-sobrevive-la-pandemia-del-covid-19,eluniversal,,4,125
25f94a7eb1e76add92b72ddcb412eefd," La Administración de Seguridad en el Transporte (TSA) publicó los nuevos protocolos de seguridad que se implementarán en los aeropuertos de Estados Unidos. La autoridad busca prevenir los contagios de Covid-19 durante las vacaciones de verano.   La TSA reforzará el proceso de escaneo a partir de este fin de semana, con motivo de la conmemoración del Memorial Day, pero se espera aumentar la cantidad de filtros en todo el país a mediados de junio.   Al inicio de la pandemia, decenas de aeropuertos sufrieron retrasos de vuelos y registraron grandes aglomeraciones de personas porque los filtros tardaban varios minutos con cada pasajero.  Relacionado       Así es como el coronavirus cambiará la manera de viajar en avión   ¿Túneles de sanitización, check-in digital y hasta pruebas de inmunidad? Estas son algunas medidas que podrían sumar las aerolíneas, según el informe de SimpliFlying       Estas indicaciones se agregan a las modificaciones que implementó la TSA para su personal en los aeropuertos, ya que más de 500 trabajadores de la agencia han dado positivo a Covid-19.  A partir de este viernes, se comenzarán a implementar las siguientes medidas para los pasajeros:    Mantener el pase de abordar a la mano en todo momento para colocarlo en un escáner y luego mostrarla a un oficial aeroportuario, sin que el agente tenga necesidad de tocarlo.     Introducir todos los alimentos en una bolsa de plástico transparente, para que los oficiales observen su contenido sin tener que tocarlo.    Los pasajeros que acudan a los aeropuertos situados en territorio estadounidense también deberán respetar el distanciamiento social que se señalará en los filtros de seguridad y todos los sitios con filas de personas.     Does wearing a face covering mean you don’t have to practice social distancing? The answer is no. Wearing a cloth face covering while in public AND maintaining 6 ft of distance from other people are two actions to help stop the spread of #COVID19. https://t.co/bihJ3xEM15 pic.twitter.com/pnqCT0vOg6 — CDC (@CDCgov) May 19, 2020      La Administración de Seguridad en el Transporte también recomienda que las personas organicen su equipaje de acuerdo con los lineamientos federales, sin llevar artículos prohibidos. En caso de llevar objetos que no se permiten, los pasajeros deberán salir de la fila para retirarlos en una mesa especial.  Además, se permite el uso de mascarillas y cubrebocas dentro de las instalaciones, con la condición de que deben retirarlo cuando en el filtro de seguridad se deba de corroborar su identidad.    Traveling with hand sanitizer? Until further notice, @TSA is allowing passengers to bring hand sanitizer up to 12oz in carry-on bags. Larger containers will most likely need to be screened separately so allow yourself plenty of time. pic.twitter.com/E7PsaKWthX — TSA (@TSA) May 20, 2020      Como recomendación, las autoridades piden a los pasajeros que lleguen con mucho tiempo de anticipación, para evitar perder el vuelo por el tiempo que requiere pasar por los filtros. Asimismo, es necesario revisar si las aerolíneas cuentan con lineamientos adicionales que deben cumplir las personas para volar.   A partir de la emergencia sanitaria por el coronavirus, los aeropuertos modificaron sus filtros de seguridad, se redujeron los carriles, se desinfectan y limpian todas las superficies constantemente y los oficiales usan equipo de protección como cubrebocas, guantes y gafas.   Visita       Anuncian nuevos requisitos para viajar a Canadá en avión   Las nuevas medidas requieren que todos los pasajeros aéreos porten un cubrebocas no médico       pb ",coronavirus las nuevas medidas de seguridad en los aeropuertos de eu,https://www.viveusa.mx/destinos/coronavirus-las-nuevas-medidas-de-seguridad-en-los-aeropuertos-de-eu,eluniversal,www.viveusa.mx,6,313
2ea02d5a449490d9cfbfcd5527ff85f1," Hermosillo, Sonora.- Tras darse a conocer en redes sociales un pequeño vídeo en el que se aprecia a un elemento de la Policía Municipal de Hermosillo, conduciendo una motocicleta sin casco protector obligatorio, se le aplicó una multa y será sujeto a una sanción. ¿Y tu casco oficial?, pregunta un automovilista al uniformado que voltea y sigue su marcha a bordo de una motocicleta roja, en el cruce de los bulevares Solidaridad y Juan Bautista Escalante al norte de la capital del estado.  Tras hacerse viral el video, la Dirección de Seguridad Pública Municipal, comunicó que por instrucciones del Comisario General, Gilberto Laderos Briseño, se aplicó la infracción por la falta vial cometida (multa) como a cualquier ciudadano, esto sin dejar de lado la sanción correspondiente como servidor público, de acuerdo a las leyes y ordenamientos internos de la corporación. También lee: Cualquier abuso policial es sancionado, dice Sheinbaum por policía que arrebató celular a reportero  Fue a las 19:00 horas del jueves 21 de mayo que el comisionado a la Zona Cinco fue infraccionado con la boleta folio 56899, misma que procedió a pagar inmediatamente. Este tipo de conductas, no serán toleradas y serán sancionadas en la forma adecuada para mantener la disciplina entre los oficiales de la Policía Municipal, se informó. vare/rcr ","""¿Y tu casco oficial?"": exhiben en redes a policía y termina sancionado",/estados/y-tu-casco-oficial-exhiben-en-redes-policia-y-termina-sancionado,eluniversal,,7,111
05a88d0064d96c5c2649703563c29bbe,"  San José.- El 22 de mayo de 2020 podría ser un día más en el calendario de la ciudad de Valdivia, convertida en la “Perla del Sur” y en la “Capital Cervecera” de Chile.  Pero hoy no será una fecha cualquiera en el almanaque de una urbe que en el siglo XXI consolidó un rostro de acogedora, limpia, ordenada y con una vasta oferta de cultura y naturaleza, porque contrastará con un momento inolvidable desde su fundación en 1552: la trágica escena de muerte y desolación que la sacudió hace 60 años.  A las 15:11 ho ras del domingo 22 de mayo de 1960, Valdivia sufrió el ataque de un megaterremoto, en una ruptura tectónica de proporciones nunca antes registradas en la historia de la humanidad.  Con un saldo de unos 2 mil 200 muertos y más de 2 millones de damnificados y provocado por el choque de la placa de Nazca con las de Chiloé y Sudamericana, un sismo de magnitud 9.5, una duración de unos 14 minutos y una profundidad de 35 kilómetros azotó a Valdivia y estremeció a regiones aledañas en el sur de Chile.  También lee: “Me quedé sin familia, solo en el mundo”: sobreviviente de terremoto en Chile  El epicentro fue localizado en las cercanías de un pueblo de la Región de la Araucanía, ubicada al norte de la Región de Los Ríos que alberga a Valdivia. Bautizado como el “Gran terremoto de Chile”, se sintió en otras partes del mundo, generó maremotos en el océano Pacífico y causó una erupción del volcán Puyehue, en Los Ríos.  El movimiento principal, que golpeó a las regiones chilenas de Ñuble, Biobío, La Araucanía, Los Ríos, Los Lagos y Aysén fue precedido por gran cantidad de temblores de menor poder que empezaron a las 06:02 horas del sábado 21 de mayo, con graves daños materiales, y con réplicas que se prolongaron hasta el lunes 6 de junio de 1960.          “Magnitud no ha sido superada”   “La magnitud de ese terremoto no ha sido superada por ningún otro evento instrumentalmente registrado”, dijo el costarricense Jorge Marino Protti, máster en Ciencias de la Tierra, doctor en Geofísica y catedrático del Observatorio Vulcanológico y Sismológico de la (estatal) Universidad Nacional de Costa Rica. “Sí”, contestó Protti al ser consultado por EL UNIVERSAL acerca de que si podría afirmarse que ese evento se transformó en una especie de momento de referencia en la investigación geológica mundial.  “La magnitud de la deformación cortical que produjo fue algo nunca antes registrado en la historia de la humanidad. El tsunami que provocó fue tal que tuvo afectación y causó muertes en lugares tan distantes como Hawái y Japón.  La ruptura durante ese terremoto se propagó por una falla de casi mil kilómetros de largo por 200 kilómetros de ancho”, precisó el experto.  Ante sucesos que, como los de Valdivia y otros anteriores y posteriores, exhibieron la fragilidad humana, planteó que “lo más importante es construir muy bien”.  También lee: Así fue el sismo de 1960 en Chile, el mayor registrado en la historia  Tras sugerir usar “toda la experiencia” acumulada con casos de estructuras que soportaron “eventos de gran magnitud” y “seguir mejorando” los códigos de construcción, aseguró que “el monitoreo geodinámico, con estaciones sismológicas y de GPS (Sistema de Posicionamiento Global), se deberá mantener y densificar para descubrir y evaluar el potencial de las zonas propensas a futuros terremotos.  “Aunque no podamos decir cuándo ocurrirá un terremoto, poder saber dónde ocurrirá y qué tan grande va a ser, nos permitirá elegir la forma correcta de construir y los planes que debemos ejecutar para la preparación de la población”, afirmó Protti.  Por eso es que, cuando los relojes marquen las 15:11 horas (14:11 en el centro de México), nadie dudará en Valdivia que hoy no es un día cualquiera. ","Este fue el terremoto más fuerte de la historia: 14 minutos de terror, magnitud 9.5",/mundo/este-fue-el-terremoto-mas-fuerte-de-la-historia-14-minutos-de-terror-magnitud-95,eluniversal,,6,312
